image_path,steering_angle,label
Circuito Normal/turn_left/20250614_094207_041692.jpg,-0.055,turn_left
Dark Section Extra/turn_left/20250618_204850_793563.jpg,-0.058,turn_left
Circuito Normal/straight/20250614_094147_919332.jpg,0.025,straight
Circuito Invertido/turn_right/20250614_100441_986507.jpg,0.048,turn_right
Circuito Normal/straight/20250614_094300_608097.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100812_259875.jpg,0.04,turn_right
Circuito Normal/straight/20250614_095619_424642.jpg,-0.02,straight
Circuito Invertido/straight/20250614_100754_293538.jpg,0.008,straight
Circuito Medio Invertido/straight/20250614_101940_815882.jpg,-0.016,straight
Circuito Invertido/straight/20250614_100242_329699.jpg,-0.004,straight
Circuito Invertido/straight/20250614_100124_882699.jpg,-0.004,straight
Circuito Invertido/straight/20250614_101011_792424.jpg,-0.012,straight
Circuito Invertido/turn_right/20250614_101032_714622.jpg,0.092,turn_right
Circuito Medio Normal/turn_left/20250614_101718_264926.jpg,-0.068,turn_left
Circuito Invertido/turn_right/20250614_100903_305975.jpg,0.072,turn_right
Dark Section/turn_left/20250618_201747_862221.jpg,-0.086,turn_left
Middle Section Normal Extra/turn_left/20250618_195815_814119.jpg,-0.084,turn_left
Circuito Invertido/straight/20250614_100713_026522.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100642_854528.jpg,0.052,turn_right
Circuito Normal/turn_right/20250614_094624_891950.jpg,0.075,turn_right
Middle Section Normal/turn_right/20250616_211227_874505.jpg,0.036,turn_right
Circuito Normal/straight/20250614_094318_278172.jpg,-0.005,straight
Circuito Invertido/straight/20250614_100429_801039.jpg,-0.004,straight
Maniobras/turn_right/20250621_112534_406169.jpg,0.072,turn_right
Circuito Normal/straight/20250614_094950_602822.jpg,0.005,straight
Circuito Normal/straight/20250614_094810_042251.jpg,0.015,straight
Middle Section Normal Extra/turn_right/20250618_195955_709906.jpg,0.052,turn_right
Circuito Medio Invertido/turn_right/20250614_102025_044835.jpg,0.092,turn_right
Circuito Invertido/straight/20250614_100919_074144.jpg,-0.0,straight
Circuito Normal/straight/20250614_094014_808820.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100657_460585.jpg,0.064,turn_right
Circuito Invertido/straight/20250614_101114_807816.jpg,0.016,straight
Circuito Normal/straight/20250614_094314_780263.jpg,-0.005,straight
Circuito Medio Normal/turn_left/20250614_101628_356345.jpg,-0.068,turn_left
Circuito Invertido/turn_right/20250614_100145_263005.jpg,0.092,turn_right
Circuito Medio Invertido/turn_right/20250614_102211_549891.jpg,0.076,turn_right
Circuito Invertido/turn_right/20250614_100352_566780.jpg,0.032,turn_right
Circuito Medio Invertido/straight/20250614_102059_213797.jpg,0.024,straight
Circuito Invertido/straight/20250614_100923_549521.jpg,-0.0,straight
Circuito Medio Invertido/turn_right/20250614_102128_617839.jpg,0.076,turn_right
Circuito Normal/straight/20250614_094011_483209.jpg,0.0,straight
Middle Section Normal/turn_right/20250616_211257_366742.jpg,0.038,turn_right
Circuito Normal/turn_left/20250614_095744_538125.jpg,-0.06,turn_left
Circuito Medio Invertido/turn_right/20250614_102216_864734.jpg,0.076,turn_right
Circuito Normal/turn_left/20250614_095017_575090.jpg,-0.04,turn_left
Middle Section Normal Extra/turn_left/20250618_200127_423056.jpg,-0.08,turn_left
Circuito Normal/turn_left/20250614_094453_296517.jpg,-0.065,turn_left
Circuito Normal/straight/20250614_094053_380495.jpg,0.0,straight
Circuito Normal/turn_left/20250614_095609_504630.jpg,-0.06,turn_left
Circuito Invertido/turn_right/20250614_100354_056335.jpg,0.032,turn_right
Circuito Medio Normal/turn_left/20250614_101748_437711.jpg,-0.088,turn_left
Circuito Normal/straight/20250614_094619_611657.jpg,0.02,straight
Middle Section Normal Extra/turn_right/20250618_200057_390249.jpg,0.076,turn_right
Circuito Normal/straight/20250614_094737_992403.jpg,-0.005,straight
Dark Section Extra/turn_left/20250618_204849_118143.jpg,-0.06,turn_left
Dark Section/turn_left/20250618_201927_927868.jpg,-0.086,turn_left
Circuito Invertido/turn_right/20250614_101253_372219.jpg,0.032,turn_right
Circuito Invertido/straight/20250614_100603_069728.jpg,0.0,straight
Circuito Normal/turn_right/20250614_094152_206713.jpg,0.075,turn_right
Circuito Invertido/straight/20250614_100556_918441.jpg,0.0,straight
Dark Section Extra/turn_left/20250618_205015_620686.jpg,-0.048,turn_left
Circuito Normal/turn_left/20250614_094326_669735.jpg,-0.04,turn_left
Dark Section/turn_left/20250618_201739_516395.jpg,-0.052,turn_left
Dark Section Extra/turn_right/20250618_204940_473501.jpg,0.046,turn_right
Dark Section/turn_left/20250618_201924_255432.jpg,-0.086,turn_left
Middle Section Normal/turn_right/20250616_211158_159088.jpg,0.038,turn_right
Circuito Invertido/turn_right/20250614_100400_701157.jpg,0.044,turn_right
Middle Section Normal Extra/turn_left/20250618_195728_072755.jpg,-0.066,turn_left
Circuito Invertido/straight/20250614_100618_602619.jpg,-0.008,straight
Circuito Invertido/turn_right/20250614_101142_719593.jpg,0.056,turn_right
Circuito Normal/turn_right/20250614_095057_893679.jpg,0.08,turn_right
Middle Section Normal/straight/20250616_211122_935576.jpg,-0.006,straight
Dark Section/turn_left/20250618_201912_039786.jpg,-0.038,turn_left
Middle Section Normal/turn_left/20250616_211216_141722.jpg,-0.06,turn_left
Circuito Invertido/turn_right/20250614_101124_108243.jpg,0.036,turn_right
Maniobras/straight/20250621_112240_322275.jpg,-0.022,straight
Circuito Invertido/turn_right/20250614_100357_696178.jpg,0.032,turn_right
Middle Section Normal/turn_left/20250616_211355_162404.jpg,-0.074,turn_left
Circuito Normal/turn_left/20250614_094237_875765.jpg,-0.04,turn_left
Circuito Normal/turn_left/20250614_094925_455056.jpg,-0.08,turn_left
Middle Section Normal/turn_right/20250616_211227_547067.jpg,0.036,turn_right
Circuito Medio Invertido/turn_right/20250614_102156_600333.jpg,0.08,turn_right
Circuito Invertido/straight/20250614_100122_914145.jpg,0.004,straight
Circuito Normal/straight/20250614_095750_517110.jpg,0.0,straight
Circuito Normal/turn_left/20250614_094642_736825.jpg,-0.055,turn_left
Circuito Normal/straight/20250614_094732_191335.jpg,0.005,straight
Circuito Normal/straight/20250614_094538_008244.jpg,-0.03,turn_left
Circuito Medio Invertido/turn_right/20250614_102114_150326.jpg,0.044,turn_right
Circuito Invertido/straight/20250614_100128_697266.jpg,-0.012,straight
Circuito Medio Invertido/turn_right/20250614_102004_598784.jpg,0.108,turn_right
Circuito Normal/straight/20250614_094130_573684.jpg,0.0,straight
Circuito Medio Invertido/straight/20250614_102235_277685.jpg,0.02,straight
Circuito Invertido/turn_right/20250614_101151_280929.jpg,0.08,turn_right
Circuito Invertido/turn_right/20250614_100354_231872.jpg,0.032,turn_right
Circuito Invertido/straight/20250614_100412_742783.jpg,0.0,straight
Maniobras/turn_right/20250621_112250_246520.jpg,0.044,turn_right
Circuito Normal/turn_right/20250614_094408_413621.jpg,0.055,turn_right
Maniobras/turn_right/20250621_112411_757125.jpg,0.032,turn_right
Circuito Normal/straight/20250614_094333_950335.jpg,-0.01,straight
Circuito Normal/turn_left/20250614_094837_475002.jpg,-0.085,turn_left
Circuito Invertido/straight/20250614_100554_913453.jpg,0.0,straight
Middle Section Normal/turn_right/20250616_211134_824965.jpg,0.08,turn_right
Circuito Medio Invertido/turn_right/20250614_102250_079997.jpg,0.032,turn_right
Maniobras/turn_right/20250621_112534_078658.jpg,0.032,turn_right
Dark Section/turn_left/20250618_201850_804509.jpg,-0.07,turn_left
Middle Section Normal Extra/turn_left/20250618_195926_455159.jpg,-0.078,turn_left
Circuito Normal/straight/20250614_094748_905906.jpg,0.0,straight
Middle Section Normal Extra/turn_right/20250618_195758_042375.jpg,0.096,turn_right
Middle Section Normal/turn_right/20250616_211332_848243.jpg,0.07,turn_right
Maniobras/turn_right/20250621_112410_613829.jpg,0.06,turn_right
Circuito Normal/straight/20250614_094933_535770.jpg,-0.015,straight
Circuito Medio Invertido/straight/20250614_102202_596478.jpg,0.016,straight
Circuito Invertido/turn_right/20250614_100746_431408.jpg,0.064,turn_right
Middle Section Normal/turn_right/20250616_211232_012492.jpg,0.09,turn_right
Circuito Medio Invertido/turn_right/20250614_102200_421275.jpg,0.08,turn_right
Middle Section Normal Extra/turn_left/20250618_195723_516422.jpg,-0.066,turn_left
Circuito Normal/straight/20250614_095338_481196.jpg,-0.005,straight
Circuito Invertido/turn_right/20250614_100958_190282.jpg,0.036,turn_right
Middle Section Normal Extra/turn_left/20250618_195804_076511.jpg,-0.056,turn_left
Circuito Invertido/turn_right/20250614_101143_232322.jpg,0.056,turn_right
Middle Section Normal Extra/turn_right/20250618_195610_914318.jpg,0.09,turn_right
Dark Section/turn_left/20250618_201847_661953.jpg,-0.072,turn_left
Circuito Medio Invertido/turn_right/20250614_102157_271733.jpg,0.08,turn_right
Circuito Normal/turn_left/20250614_095739_285639.jpg,-0.095,turn_left
Circuito Invertido/turn_right/20250614_100143_286209.jpg,0.124,turn_right
Circuito Invertido/straight/20250614_100131_330130.jpg,0.0,straight
Maniobras/turn_right/20250621_112505_292135.jpg,0.032,turn_right
Circuito Invertido/turn_right/20250614_100955_352083.jpg,0.1,turn_right
Circuito Normal/turn_right/20250614_095056_742476.jpg,0.11,turn_right
Circuito Normal/turn_left/20250614_094114_094184.jpg,-0.04,turn_left
Circuito Medio Normal/straight/20250614_101710_931485.jpg,0.0,straight
Circuito Normal/straight/20250614_095749_858941.jpg,0.005,straight
Middle Section Normal/turn_right/20250616_211015_313105.jpg,0.092,turn_right
Middle Section Normal Extra/turn_right/20250618_195704_592476.jpg,0.058,turn_right
Circuito Medio Invertido/turn_right/20250614_101951_265768.jpg,0.088,turn_right
Maniobras/turn_right/20250621_112411_757125.jpg,0.032,turn_right
Circuito Invertido/straight/20250614_100420_833756.jpg,-0.004,straight
Circuito Invertido/straight/20250614_100604_891481.jpg,0.028,straight
Circuito Invertido/turn_right/20250614_101149_636071.jpg,0.104,turn_right
Middle Section Normal/turn_right/20250616_211335_177343.jpg,0.07,turn_right
Circuito Invertido/turn_right/20250614_101156_987554.jpg,0.032,turn_right
Middle Section Normal/turn_right/20250616_211125_747446.jpg,0.046,turn_right
Circuito Medio Normal/turn_left/20250614_101522_739387.jpg,-0.072,turn_left
Dark Section Extra/straight/20250618_204905_588461.jpg,0.0,straight
Circuito Normal/turn_left/20250614_095518_509160.jpg,-0.06,turn_left
Circuito Normal/turn_left/20250614_095010_771118.jpg,-0.04,turn_left
Middle Section Normal/turn_left/20250616_211029_332436.jpg,-0.06,turn_left
Circuito Medio Invertido/turn_right/20250614_101919_876580.jpg,0.088,turn_right
Circuito Normal/turn_right/20250614_095529_373874.jpg,0.115,turn_right
Circuito Invertido/straight/20250614_100829_616708.jpg,-0.008,straight
Circuito Normal/straight/20250614_095603_485256.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102144_632264.jpg,0.08,turn_right
Circuito Normal/turn_left/20250614_095009_268646.jpg,-0.04,turn_left
Circuito Normal/straight/20250614_095707_217931.jpg,0.01,straight
Circuito Normal/turn_left/20250614_094451_647968.jpg,-0.065,turn_left
Circuito Normal/straight/20250614_094148_906022.jpg,0.025,straight
Circuito Invertido/turn_right/20250614_100901_336051.jpg,0.044,turn_right
Middle Section Normal Extra/turn_left/20250618_195807_404325.jpg,-0.056,turn_left
Circuito Medio Normal/turn_left/20250614_101714_095541.jpg,-0.044,turn_left
Maniobras/straight/20250621_112153_965674.jpg,-0.016,straight
Dark Section Extra/straight/20250618_204947_210056.jpg,-0.002,straight
Circuito Invertido/straight/20250614_100840_365406.jpg,-0.0,straight
Circuito Normal/straight/20250614_095732_716298.jpg,0.0,straight
Circuito Normal/turn_left/20250614_095518_357405.jpg,-0.06,turn_left
Circuito Invertido/straight/20250614_100947_509489.jpg,-0.0,straight
Middle Section Normal Extra/turn_right/20250618_200003_294994.jpg,0.092,turn_right
Circuito Medio Invertido/turn_right/20250614_102009_729328.jpg,0.088,turn_right
Circuito Invertido/straight/20250614_100100_580299.jpg,0.028,straight
Middle Section Normal/turn_right/20250616_211227_217710.jpg,0.036,turn_right
Circuito Medio Normal/straight/20250614_101435_566327.jpg,0.0,straight
Circuito Normal/turn_left/20250614_094607_225691.jpg,-0.065,turn_left
Circuito Invertido/straight/20250614_100802_775212.jpg,-0.008,straight
Circuito Normal/straight/20250614_094053_560863.jpg,0.0,straight
Circuito Normal/straight/20250614_094410_234800.jpg,-0.01,straight
Circuito Invertido/straight/20250614_100912_571425.jpg,-0.024,straight
Dark Section Extra/turn_right/20250618_204836_976206.jpg,0.034,turn_right
Dark Section Extra/turn_left/20250618_205002_618897.jpg,-0.034,turn_left
Circuito Invertido/turn_right/20250614_100723_818565.jpg,0.076,turn_right
Maniobras/straight/20250621_112305_209022.jpg,0.004,straight
Circuito Medio Invertido/turn_right/20250614_102245_275469.jpg,0.072,turn_right
Circuito Normal/straight/20250614_094751_218855.jpg,-0.025,straight
Circuito Normal/turn_left/20250614_094251_648281.jpg,-0.085,turn_left
Middle Section Normal Extra/turn_right/20250618_195608_426456.jpg,0.09,turn_right
Circuito Invertido/turn_right/20250614_101213_475520.jpg,0.056,turn_right
Middle Section Normal Extra/turn_left/20250618_195728_498070.jpg,-0.066,turn_left
Circuito Medio Invertido/turn_right/20250614_102055_393921.jpg,0.088,turn_right
Dark Section/turn_left/20250618_201927_749494.jpg,-0.086,turn_left
Circuito Invertido/turn_right/20250614_100653_787107.jpg,0.104,turn_right
Circuito Medio Invertido/turn_right/20250614_102124_434376.jpg,0.072,turn_right
Circuito Normal/straight/20250614_094717_634312.jpg,-0.005,straight
Circuito Invertido/turn_right/20250614_101211_968136.jpg,0.056,turn_right
Circuito Normal/straight/20250614_094439_041140.jpg,-0.005,straight
Circuito Invertido/turn_right/20250614_101148_456980.jpg,0.104,turn_right
Circuito Invertido/turn_right/20250614_101156_822310.jpg,0.032,turn_right
Middle Section Normal Extra/turn_left/20250618_195922_152532.jpg,-0.058,turn_left
Circuito Normal/turn_left/20250614_095546_728158.jpg,-0.07,turn_left
Circuito Medio Normal/turn_left/20250614_101714_262512.jpg,-0.068,turn_left
Circuito Medio Invertido/turn_right/20250614_102040_911259.jpg,0.092,turn_right
Circuito Normal/straight/20250614_094304_235777.jpg,0.01,straight
Circuito Normal/turn_left/20250614_094630_827204.jpg,-0.12,turn_left
Circuito Invertido/straight/20250614_100730_628688.jpg,0.012,straight
Middle Section Normal/turn_right/20250616_211132_525776.jpg,0.08,turn_right
Circuito Invertido/turn_right/20250614_100952_185772.jpg,0.056,turn_right
Circuito Medio Normal/turn_left/20250614_101448_362523.jpg,-0.064,turn_left
Middle Section Normal/turn_left/20250616_211405_856081.jpg,-0.032,turn_left
Circuito Invertido/turn_right/20250614_100215_553973.jpg,0.084,turn_right
Circuito Normal/straight/20250614_094954_602416.jpg,-0.03,turn_left
Circuito Normal/straight/20250614_095144_534200.jpg,0.005,straight
Circuito Invertido/straight/20250614_100447_947709.jpg,-0.004,straight
Middle Section Normal/turn_left/20250616_211343_427443.jpg,-0.082,turn_left
Maniobras/turn_right/20250621_112410_940443.jpg,0.06,turn_right
Circuito Medio Invertido/turn_right/20250614_101937_352454.jpg,0.084,turn_right
Circuito Normal/straight/20250614_095240_359845.jpg,0.0,straight
Middle Section Normal Extra/turn_left/20250618_195637_262675.jpg,-0.058,turn_left
Circuito Invertido/turn_right/20250614_100328_058985.jpg,0.048,turn_right
Maniobras/turn_right/20250621_112447_318614.jpg,0.04,turn_right
Circuito Invertido/straight/20250614_100137_642157.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102026_048328.jpg,0.092,turn_right
Circuito Normal/straight/20250614_094010_179666.jpg,0.0,straight
Circuito Medio Normal/turn_left/20250614_101500_637760.jpg,-0.056,turn_left
Circuito Normal/straight/20250614_094348_374543.jpg,0.0,straight
Middle Section Normal Extra/turn_right/20250618_195611_586247.jpg,0.064,turn_right
Circuito Invertido/straight/20250614_100626_238926.jpg,0.0,straight
Circuito Invertido/turn_left/20250614_101158_318344.jpg,-0.056,turn_left
Circuito Invertido/turn_right/20250614_100437_806113.jpg,0.084,turn_right
Circuito Invertido/straight/20250614_101021_575124.jpg,-0.0,straight
Circuito Normal/straight/20250614_095411_983269.jpg,-0.005,straight
Circuito Normal/straight/20250614_094334_607985.jpg,0.005,straight
Middle Section Normal Extra/turn_right/20250618_195909_619780.jpg,0.062,turn_right
Middle Section Normal/turn_right/20250616_211337_154146.jpg,0.102,turn_right
Middle Section Normal Extra/turn_right/20250618_195610_221848.jpg,0.09,turn_right
Circuito Invertido/straight/20250614_100702_791035.jpg,-0.004,straight
Circuito Invertido/straight/20250614_100344_305060.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100751_100305.jpg,0.096,turn_right
Circuito Normal/straight/20250614_094557_113677.jpg,0.0,straight
Circuito Normal/straight/20250614_094736_670592.jpg,0.01,straight
Circuito Normal/straight/20250614_095759_806568.jpg,-0.01,straight
Circuito Medio Invertido/turn_right/20250614_102026_713616.jpg,0.06,turn_right
